"","lsoa11","samhi_dec","area_population_density_density_number_of_persons_per_hectare_measures_value","imd_score","single_hc"
"30262","E01031046",6,75.6,47.62154,0.3324022
"30263","E01031047",6,113.3,28.40006,0.3928994
"30264","E01031048",2,64.2,14.26705,0.221135
"30265","E01031049",4,27.4,20.72804,0.2734123
"30266","E01031050",3,1.7,23.9917,0.2706186
"30267","E01031051",4,66.1,12.97201,0.2564544
"30268","E01031052",6,61.4,22.41448,0.3004695
"30269","E01031053",10,44.5,30.13294,0.4950912
"30270","E01031054",5,40.9,23.43615,0.2541604
"30271","E01031055",2,62,8.136747,0.2379518
"30272","E01031056",4,20.8,21.66343,0.2504065
"30273","E01031057",9,29.7,64.58929,0.3988355
"30274","E01031058",5,44,35.91891,0.2520064
"30275","E01031059",6,33.7,27.75296,0.3061224
"30276","E01031060",3,61.1,22.43842,0.3086614
"30277","E01031061",2,60.6,13.27151,0.2358804
"30278","E01031062",2,59.5,14.26068,0.1761134
"30279","E01031063",8,58.2,35.51797,0.419697
"30280","E01031064",7,28.8,33.85207,0.4150613
"30281","E01031065",2,32.6,28.22346,0.282504
"30282","E01031066",5,52.7,43.63221,0.3846154
"30283","E01031067",3,34.3,21.41861,0.3847203
"30284","E01031068",3,6.4,12.19383,0.2719892
"30285","E01031069",2,4.9,8.773408,0.2833583
"30286","E01031070",1,2,9.672705,0.2305344
"30287","E01031073",3,23.5,21.94532,0.2898904
"30288","E01031074",7,52.8,37.55393,0.3720609
"30289","E01031075",7,14.8,45.54941,0.3060649
"30290","E01031077",7,20.9,29.89267,0.3104575
"30291","E01031078",7,12.1,17.88725,0.2466091
"30292","E01031079",4,36,22.68993,0.3068536
"30293","E01031080",9,22.3,29.46476,0.3437967
"30294","E01031081",4,42.5,23.40903,0.2244275
"30295","E01031082",1,38.4,7.357139,0.1666667
"30296","E01031083",3,5.2,10.50997,0.2252396
"30297","E01031084",2,38.9,15.63438,0.2177419
"30298","E01031085",3,54.9,12.61325,0.1376673
"30299","E01031086",5,11.4,21.6858,0.2781371
"30300","E01031087",3,53.1,25.60416,0.2674157
"30301","E01031088",3,35.4,19.60555,0.2292746
"30302","E01031089",2,18.3,15.18898,0.2550861
"30303","E01031090",9,13.5,55.50837,0.3419355
"30304","E01031091",3,41.1,14.93489,0.245409
"30305","E01031092",6,56.8,32.58094,0.3038585
"30306","E01031093",2,69.7,17.30883,0.2026022
"30307","E01031094",3,77.5,30.38235,0.3063241
"30308","E01031095",6,30.2,30.84217,0.2096774
"30309","E01031096",2,31.3,26.80031,0.3183333
"30310","E01031097",7,23.6,36.23039,0.3715047
"30311","E01031098",1,31.1,20.39319,0.2200358
"30312","E01031099",3,19.3,13.52007,0.2652406
"30313","E01031100",3,25.8,4.555975,0.1590457
"30314","E01031101",3,41.1,3.127029,0.1375969
"30315","E01031102",7,20.4,17.66485,0.2920962
"30316","E01031103",4,5.6,8.723256,0.1469388
"30317","E01031104",4,24.5,5.605918,0.2601246
"30318","E01031105",3,41.4,18.6967,0.2745763
"30319","E01031106",4,26.7,13.52755,0.2660256
"30320","E01031107",1,97.4,16.77776,0.2260128
"30321","E01031108",1,4.4,13.06237,0.212844
"30322","E01031109",4,50,24.58397,0.3726287
"30323","E01031110",4,10.9,4.952714,0.2870229
"30324","E01031111",2,15.8,3.081379,0.1480583
"30325","E01031112",4,30.9,7.918424,0.2360061
"30326","E01031113",3,5,9.167455,0.2240527
"30327","E01031114",7,27.7,23.77911,0.4255034
"30328","E01031115",4,79.4,27.36038,0.3323983
"30329","E01031116",9,19.6,52.99289,0.3421419
"30330","E01031117",6,24.1,34.30636,0.2631579
"30331","E01031118",8,7.3,47.48149,0.252588
"30332","E01031119",9,46.9,41.80088,0.4268126
"30333","E01031120",2,14.5,7.615668,0.2461538
"30334","E01031121",2,19.8,4.490829,0.1299559
"30335","E01031122",2,49.6,5.043176,0.2150883
"30336","E01031123",2,4.4,3.976592,0.1696252
"30337","E01031124",1,20.4,3.151537,0.2147335
"30338","E01031125",3,51.3,8.426605,0.2857143
"30339","E01031127",7,47.8,25.26406,0.2740385
"30340","E01031129",7,4.4,9.828657,0.3215686
"30341","E01031130",6,24.4,14.87637,0.2801047
"30342","E01031131",6,115.9,19.94571,0.3377001
"30343","E01031132",6,71.1,19.36867,0.3575548
"30344","E01031133",7,20.9,26.7418,0.3538462
"30345","E01031134",4,26.2,2.848644,0.2622951
"30346","E01031135",3,30,3.805173,0.3217503
"30347","E01031136",5,38.6,10.70515,0.2963989
"30348","E01031137",4,44.2,14.30685,0.3600713
"30349","E01031138",2,51.8,7.157557,0.1244444
"30350","E01031139",2,53.7,3.230557,0.1399417
"30351","E01031140",3,59.1,13.96976,0.1899441
"30352","E01031141",5,10.1,17.9754,0.2616822
"30353","E01031142",8,34.5,44.62093,0.3241279
"30354","E01031143",3,3.9,3.9639,0.2280431
"30355","E01031144",5,30.9,14.35893,0.3854167
"30356","E01031145",3,24,13.53382,0.5606362
"30357","E01031146",7,33.2,19.12869,0.2634921
"30358","E01031147",2,0.9,5.498718,0.2652757
"30359","E01031148",1,9.7,7.550655,0.2837838
"30360","E01031149",4,0.6,12.14087,0.2284345
"30361","E01031150",4,1.5,6.276324,0.2413793
"30362","E01031151",4,7.3,5.892057,0.2032258
"30363","E01031152",5,13.7,11.32684,0.2828283
"30364","E01031153",7,1.3,15.47266,0.2614601
"30365","E01031154",3,1.7,7.486445,0.2503277
"30366","E01031155",2,33.1,3.441944,0.1761468
"30367","E01031156",2,50.6,8.479701,0.2751159
"30368","E01031157",2,37.5,5.69004,0.2680152
"30369","E01031158",3,18,5.262447,0.2875
"30370","E01031159",1,0.5,12.6492,0.2257598
"30371","E01031160",2,0.5,13.63342,0.2618785
"30372","E01031161",3,26.9,9.405235,0.2883295
"30373","E01031162",4,8.6,9.72853,0.2445355
"30374","E01031163",7,20.8,19.61566,0.3903096
"30375","E01031164",4,3.9,8.102275,0.2497055
"30376","E01031165",4,1,21.53866,0.2956522
"30377","E01031166",2,0.3,10.25215,0.1899872
"30378","E01031167",6,33.3,16.26409,0.2595281
"30379","E01031168",4,13.5,18.1908,0.2921348
"30380","E01031169",5,48.9,20.68133,0.3542795
"30381","E01031170",7,88.7,28.0707,0.4147952
"30382","E01031171",5,13.1,20.2503,0.2635914
"30383","E01031172",7,10.7,29.52406,0.3183673
"30384","E01031173",9,44.9,39.31537,0.5603622
"30385","E01031174",7,37.9,26.79968,0.3653586
"30386","E01031175",4,29.9,5.706596,0.2104348
"30387","E01031176",5,35.9,29.26373,0.2610169
"30388","E01031177",8,65.5,32.14695,0.2988506
"30389","E01031178",4,43.3,16.90047,0.3343701
"30390","E01031179",3,9.5,4.290078,0.2362319
"30391","E01031180",4,47.4,13.05537,0.3002336
"30392","E01031181",4,2,7.99543,0.2239011
"30393","E01031182",2,0.5,7.553861,0.1847437
"30394","E01031183",2,1.2,7.517616,0.3535229
"30395","E01031184",1,2.4,6.321213,0.3030769
"30396","E01031185",6,31.6,24.46871,0.343949
"30397","E01031186",7,32.5,19.13558,0.3353383
"30398","E01031187",5,0.6,11.24097,0.2681427
"30399","E01031188",4,0.7,10.64432,0.2138158
"30400","E01031189",7,0.8,15.48105,0.2479871
"30401","E01031190",9,6.7,17.92766,0.2361734
"30402","E01031191",7,4.6,6.188498,0.1980198
"30403","E01031192",7,2.1,7.379834,0.3026775
"30404","E01031193",2,0.3,9.616852,0.2848101
"30405","E01031194",2,0.5,11.31876,0.2177503
"30406","E01031195",5,0.9,9.296869,0.2091503
"30407","E01031196",2,0.6,8.346542,0.2379487
"30408","E01031197",3,0.2,12.55115,0.2690058
"30409","E01031198",2,0.6,6.969558,0.2380038
"30410","E01031199",1,0.4,13.94157,0.2424749
"30411","E01031200",1,13.8,7.042367,0.2223926
"30412","E01031201",1,13.8,1.764387,0.2235469
"30413","E01031202",6,11.2,4.203975,0.3984772
"30414","E01031203",8,2.4,15.95157,0.3654391
"30415","E01031204",6,0.7,11.45461,0.3306962
"30416","E01031205",3,0.6,8.434197,0.2852807
"30417","E01031206",8,1.9,13.01591,0.3080725
"30418","E01031207",6,1.5,17.84419,0.2574074
"30419","E01031208",3,1.5,9.164189,0.2905789
"30420","E01031209",1,0.4,14.18999,0.2871795
"30421","E01031210",2,0.7,7.043081,0.2015504
"30422","E01031211",5,1.3,9.797326,0.2583519
"30423","E01031212",6,0.7,16.10888,0.2443439
"30424","E01031213",5,0.5,12.10108,0.2060766
"30425","E01031214",1,5.5,2.610772,0.2409794
"30426","E01031215",3,15.8,9.997315,0.4034682
"30427","E01031216",4,29.4,12.30065,0.3485968
"30428","E01031217",4,1.5,9.26845,0.2241715
"30429","E01031218",2,0.3,7.480956,0.2057522
"30430","E01031219",4,6.1,7.909509,0.312989
"30431","E01031220",4,43.7,5.619435,0.2279534
"30432","E01031221",4,13.6,15.72272,0.3366906
"30433","E01031222",4,2.3,6.556545,0.2930012
"30434","E01031223",3,2.4,6.400922,0.2015209
"30435","E01031224",5,0.5,10.58601,0.2087912
"30436","E01031225",6,17.4,5.590952,0.3121469
"30437","E01031227",7,5.4,8.103382,0.3418142
"30438","E01031228",4,4.6,2.5095,0.2903226
"30439","E01031229",7,23.2,12.64674,0.481592
"30440","E01031230",5,22.8,10.65288,0.244856
"30441","E01031231",10,33,22.73388,0.3901961
"30442","E01031232",5,38,4.335122,0.2940584
"30443","E01031233",8,10.2,10.57047,0.3091655
"30444","E01031234",8,37.4,12.39469,0.5293512
"30445","E01031235",7,21.5,8.358389,0.4410202
"30446","E01031236",6,46.8,9.563589,0.2307692
"30447","E01031237",6,42.5,7.675154,0.2254237
"30448","E01031238",9,24,22.50259,0.4109375
"30449","E01031239",7,2.4,7.9087,0.2921512
"30450","E01031240",8,34.9,15.70117,0.2797927
"30451","E01031241",8,26.1,10.61566,0.2141653
"30452","E01031242",8,14.7,16.27437,0.3062787
"30453","E01031243",2,1.5,9.05822,0.180203
"30454","E01031244",4,0.6,9.985748,0.2075472
"30455","E01031245",2,0.6,9.067482,0.28125
"30456","E01031246",1,0.5,9.459678,0.2607759
"30457","E01031247",4,0.4,10.00917,0.2373057
"30458","E01031248",5,0.9,11.63184,0.2409639
"30459","E01031249",1,32.5,17.08607,0.2612967
"30460","E01031250",1,1.8,6.370116,0.2749245
"30461","E01031251",1,45,6.729271,0.2123016
"30462","E01031252",1,0.6,10.52521,0.2937743
"30463","E01031253",2,29.9,11.73479,0.2874433
"30464","E01031254",2,0.9,5.758606,0.2323718
"30465","E01031255",2,38.2,1.937216,0.2472089
"30466","E01031256",2,17.1,5.586922,0.3446541
"30467","E01031257",6,59.4,11.43135,0.4084084
"30468","E01031258",5,40.8,5.720608,0.4451613
"30469","E01031259",2,7.3,5.080473,0.1827112
"30470","E01031260",6,0.9,14.47797,0.2695312
"30471","E01031261",6,40.7,30.25147,0.3089983
"30472","E01031262",4,33.7,20.86032,0.4050235
"30473","E01031263",3,79.6,18.17249,0.2277691
"30474","E01031264",7,67.5,27.55351,0.2415459
"30475","E01031265",5,34.4,26.04716,0.2286822
"30476","E01031266",6,102.3,22.51208,0.4912892
"30477","E01031267",2,1.6,4.713126,0.201087
"30478","E01031268",2,3.2,5.819264,0.2263109
"30479","E01031269",2,0.9,7.209649,0.2812921
"30480","E01031271",7,5.7,21.00179,0.4610984
"30481","E01031272",3,74.5,9.623369,0.3303571
"30482","E01031273",10,77.5,40.70263,0.4557927
"30483","E01031274",8,44.8,21.5028,0.310789
"30484","E01031275",2,52.7,5.396468,0.2476371
"30485","E01031276",6,71.8,24.15708,0.2798742
"30486","E01031277",3,5.3,4.919854,0.2523364
"30487","E01031278",2,1.7,4.757397,0.2067138
"30488","E01031279",5,8.4,9.801946,0.3102894
"30489","E01031280",4,0.8,11.9122,0.2003817
"30490","E01031281",4,0.7,8.713411,0.2507987
"30491","E01031282",5,0.7,14.11956,0.3213752
"30492","E01031283",3,0.6,12.40904,0.2281369
"30493","E01031284",1,0.6,7.464353,0.2035573
"30494","E01031285",6,38.3,6.829206,0.4266539
"30495","E01031286",6,64.4,12.98426,0.3784173
"30496","E01031287",2,43.9,2.489476,0.2092624
"30497","E01031288",4,31.5,8.154813,0.3197756
"30498","E01031289",5,52.1,5.970423,0.1950791
"30499","E01031290",7,60.2,10.61539,0.4081633
"30500","E01031291",7,42.3,22.78842,0.5177665
"30501","E01031292",3,37.2,5.475727,0.2681048
"30502","E01031293",5,30.3,14.17368,0.3547009
"30503","E01031294",7,66.4,10.01088,0.3467492
"30504","E01031295",4,17.5,2.36363,0.2595573
"30505","E01031296",2,41.7,3.503163,0.2924791
"30506","E01031297",3,17.2,9.162399,0.3458904
"30507","E01031298",3,36.1,3.207232,0.3668342
"30508","E01031299",2,14.8,2.062535,0.1553571
"30509","E01031300",2,8.1,3.660655,0.2217514
"30510","E01031301",2,0.6,7.442965,0.2135593
"30511","E01031302",5,14.1,9.156202,0.2764977
"30512","E01031303",5,47.4,13.15873,0.4103641
"30513","E01031304",3,48.5,5.00117,0.2537313
"30514","E01031305",2,19.5,1.541443,0.2584098
"30515","E01031306",3,4.7,6.928237,0.2529118
"30516","E01031307",2,38,2.596105,0.314759
"30517","E01031308",2,1.1,11.47091,0.3576471
"30518","E01031309",7,59,17.7915,0.3311518
"30519","E01031310",3,35.4,8.131139,0.2468694
"30520","E01031311",7,31.6,20.98866,0.3075571
"30521","E01031312",8,6.7,18.16422,0.3302583
"30522","E01031313",2,19.2,4.664249,0.248731
"30523","E01031314",2,38.1,5.637587,0.3057851
"30524","E01031315",2,8.3,6.639942,0.185
"30525","E01031316",7,24.4,14.85651,0.4850065
"30526","E01031317",3,5.7,4.172733,0.4218959
"30527","E01031318",1,11.4,3.577792,0.1654357
"30528","E01031319",6,46.4,10.37512,0.3239766
"30529","E01031320",6,26.2,14.12336,0.3085443
"30530","E01031321",7,56.5,30.43825,0.2193676
"30531","E01031322",4,30.9,15.90788,0.3431257
"30532","E01031323",5,28.6,10.8549,0.426087
"30533","E01031324",4,17.8,9.912877,0.5606426
"30534","E01031325",5,56.7,18.27131,0.3273906
"30535","E01031327",6,41.8,19.81738,0.2882166
"30536","E01031328",5,21.8,9.571345,0.2248588
"30537","E01031329",2,55.3,7.354785,0.213198
"30538","E01031330",4,62.4,8.483539,0.2587646
"30539","E01031331",4,6.5,5.595526,0.3035952
"30540","E01031332",7,53.9,23.3658,0.2697495
"30541","E01031333",6,49.4,19.20911,0.219917
"30542","E01031334",5,44.2,11.60769,0.2754947
"30543","E01031335",4,62.7,11.99494,0.3939394
"30544","E01031336",4,103,17.83408,0.4110577
"30545","E01031337",4,31.5,12.34259,0.3717949
"30546","E01031338",5,40.1,7.801607,0.2334004
"30547","E01031339",6,49.5,8.029884,0.3025048
"30548","E01031340",7,3.2,6.061113,0.2308917
"30549","E01031341",9,42.5,35.4852,0.3958665
"30550","E01031342",8,31.3,17.80338,0.3823884
"30551","E01031343",7,60.2,14.18838,0.3240589
"30552","E01031344",9,43.9,31.48449,0.3355263
"30553","E01031345",4,7.2,14.19363,0.2762346
"30554","E01031346",5,47.4,15.69563,0.3375
"30555","E01031347",9,27.4,33.68583,0.2896341
"30556","E01031348",9,32.5,36.67709,0.2785185
"30557","E01031349",8,34.4,11.67884,0.2699275
"30558","E01031350",10,38.3,31.63277,0.3104839
"30559","E01031351",5,3.1,12.5329,0.244204
"30560","E01031352",8,50.3,17.9449,0.2566929
"30561","E01031353",5,1.8,8.196914,0.2409382
"30562","E01031354",5,41.4,12.37495,0.2615101
"30563","E01031355",9,52.8,19.93255,0.2861272
"30564","E01031356",6,36.7,9.06745,0.2879227
"30565","E01031357",7,40.8,12.94265,0.3623188
"30566","E01031358",9,7.7,32.95116,0.3261206
"30567","E01031359",6,69.2,14.13742,0.206501
"30568","E01031360",8,34,26.16295,0.2727273
"30569","E01031361",8,40.1,34.84196,0.2995246
"30570","E01031362",5,2,15.84815,0.2149901
"30571","E01031363",6,14.7,14.74749,0.3176944
"30572","E01031364",9,50.1,26.89994,0.446675
"30573","E01031365",8,45.1,16.39924,0.3067293
"30574","E01031366",10,26.9,28.76289,0.2606061
"30575","E01031367",5,37.9,3.475395,0.2234432
"30576","E01031368",8,41.4,15.47813,0.3061594
"30577","E01031369",6,56.7,10.75949,0.4515625
"30578","E01031370",6,63.1,20.84505,0.2306338
"30579","E01031371",9,74.7,37.34339,0.4229508
"30580","E01031372",10,52.9,26.24875,0.296846
"30581","E01031373",7,40.5,19.99324,0.3264331
"30582","E01031374",6,55.8,12.51667,0.2987616
"30583","E01031375",8,26,15.49653,0.3880171
"30584","E01031376",9,18.1,17.78391,0.3730159
"30585","E01031377",9,54.2,28.20113,0.4807931
"30586","E01031378",8,17.3,21.22651,0.3559578
"30587","E01031379",8,49.7,14.07862,0.3658211
"30588","E01031380",7,22.7,8.994256,0.3030708
"30589","E01031381",8,32.4,12.23282,0.3476562
"30590","E01031382",7,29.7,10.51669,0.272956
"30591","E01031383",7,22,5.303901,0.2644295
"30592","E01031384",7,31.7,7.200145,0.254522
"30593","E01031385",9,42.3,19.35624,0.3577982
"30594","E01031386",5,1,22.43888,0.2483108
"30595","E01031387",4,22.2,12.58103,0.3390805
"30596","E01031388",4,7.6,12.33567,0.2324274
"30597","E01031389",3,12.8,5.741722,0.2247807
"30598","E01031390",7,1.5,16.3938,0.2825719
"30599","E01031391",5,10.9,8.366982,0.3835616
"30600","E01031392",5,0.4,17.60247,0.4054795
"30601","E01031393",5,3.4,11.88909,0.26498
"30602","E01031394",7,59.6,18.12052,0.2705882
"30603","E01031395",6,3.4,8.336791,0.2401884
"30604","E01031396",6,4.2,13.98226,0.2756005
"30605","E01031397",6,3.3,12.39721,0.2400589
"30606","E01031398",3,51.3,13.88051,0.2599338
"30607","E01031399",3,33.1,11.58291,0.252324
"30608","E01031400",9,52.5,32.56847,0.5077473
"30609","E01031401",9,6.8,14.53955,0.2852853
"30610","E01031402",9,4.1,17.72371,0.2664797
"30611","E01031403",9,56.6,19.61679,0.340694
"30612","E01031404",10,65.9,42.99167,0.3469388
"30613","E01031405",8,52.9,15.08295,0.3115016
"30614","E01031406",7,68.9,16.343,0.216
"30615","E01031407",1,42.6,11.53897,0.1963993
"30616","E01031408",3,43,15.65118,0.253949
"30617","E01031409",5,30.9,30.81824,0.2176471
"30618","E01031410",4,61.2,18.79699,0.345
"30619","E01031411",5,17.3,10.50713,0.3308605
"30620","E01031412",4,7.1,6.300641,0.2742947
"30621","E01031413",7,30.6,10.51935,0.415625
"30622","E01031414",7,50.8,15.88477,0.2688679
"30623","E01031415",8,30.5,19.92512,0.4278351
"30624","E01031416",7,26.4,7.061114,0.192846
"30625","E01031417",6,7.7,13.75823,0.2828283
"30626","E01031418",8,32.2,7.798536,0.305483
"30627","E01031419",7,30.4,14.71805,0.4145408
"30628","E01031420",6,33.3,8.008762,0.3097826
"30629","E01031421",6,12.5,9.899068,0.2753425
"30630","E01031422",4,17.4,11.77602,0.3651832
"30631","E01031423",5,7.1,12.04542,0.3324742
"30632","E01031424",4,20.4,9.175846,0.3498542
"30633","E01031425",6,6.8,6.115192,0.2606557
"30634","E01031426",7,0.4,19.16212,0.3033708
"30635","E01031427",10,25.7,52.55027,0.3853659
"30636","E01031428",5,102.2,28.90782,0.3180428
"30637","E01031429",9,62.4,46.9507,0.2706093
"30638","E01031430",6,72.3,28.8685,0.2607973
"30639","E01031431",6,30.4,18.87305,0.5758197
"30640","E01031432",9,58.4,40.18172,0.4759872
"30641","E01031433",9,51.6,26.50305,0.2770492
"30642","E01031434",9,62.5,26.02769,0.3544304
"30643","E01031435",10,60.4,24.35295,0.3798343
"30644","E01031436",10,89.7,41.48584,0.5370741
"30645","E01031437",10,85,34.14206,0.5358224
"30646","E01031438",8,28.8,11.93406,0.3653586
"30647","E01031439",7,11.1,8.792906,0.3507463
"30648","E01031440",9,12.3,13.84659,0.3519481
"30649","E01031441",10,35.7,27.40637,0.3619303
"30650","E01031442",9,58.8,19.53348,0.2685338
"30651","E01031443",9,53.8,26.94654,0.2307692
"30652","E01031444",9,70.5,28.86226,0.3363914
"30653","E01031445",7,2,16.10269,0.3550914
"30654","E01031446",6,48.3,8.735138,0.2905297
"30655","E01031447",7,22,14.06794,0.3055935
"30656","E01031448",8,14.3,19.5586,0.3394256
"30657","E01031449",7,34.9,13.20422,0.2820896
"30658","E01031450",9,80.5,38.51474,0.3146718
"30659","E01031451",10,33.8,30.4493,0.2979066
"30660","E01031452",9,48.6,18.55599,0.2329545
"30661","E01031453",9,83.8,27.30571,0.4620787
"30662","E01031454",9,14.6,44.78479,0.4414414
"30663","E01031455",8,42.6,26.18186,0.386646
"30664","E01031456",10,83.3,47.76721,0.585567
"30665","E01031457",5,35.2,11.9501,0.4435484
"30666","E01031458",4,24.5,6.338013,0.3245325
"30667","E01031459",8,50.7,26.83123,0.382716
"30668","E01031460",2,35.9,16.47397,0.4665971
"30669","E01031461",2,47.1,8.025965,0.3266509
"30670","E01031462",4,53.1,14.58291,0.2971698
"30671","E01031463",3,36.9,8.09415,0.2415385
"30672","E01031464",5,45.9,15.55427,0.4329643
"30673","E01031465",5,0.6,19.33994,0.266436
"30674","E01031466",5,3,11.66385,0.2474576
"30675","E01031467",5,7.2,22.0767,0.2907133
"30676","E01031468",4,14.2,16.58533,0.2478723
"30677","E01031469",6,48.6,18.95555,0.3069829
"30678","E01031470",6,1.9,19.00814,0.2448331
"30679","E01031471",7,15.4,8.313895,0.2269231
"30680","E01031472",8,2.7,17.37119,0.2993921
"30681","E01031473",8,60.2,25.51023,0.3123732
"30682","E01031474",6,4.9,12.43362,0.3081761
"30683","E01031475",6,2.1,6.782903,0.2376238
"30684","E01031476",5,1.8,6.715404,0.3280347
"30685","E01031477",6,0.3,15.31834,0.3343313
"30686","E01031478",5,0.4,13.00832,0.2866379
"30687","E01031479",7,0.3,16.49575,0.2669683
"30688","E01031480",5,55.7,20.50748,0.3404959
"30689","E01031481",8,49.9,16.11147,0.4013514
"30690","E01031482",10,35.5,24.34917,0.374817
"30691","E01031483",9,49.6,30.19527,0.3479125
"30692","E01031484",7,64.7,18.46648,0.4441989
"30693","E01031485",4,21.1,1.323568,0.2918519
"30694","E01031486",3,28.4,6.089193,0.5029727
"30695","E01031487",6,23.1,4.305175,0.2933333
"30696","E01031488",8,16.1,12.54187,0.3203632
"30697","E01031489",5,23.4,8.788701,0.3193798
"30698","E01031490",9,15.5,14.90099,0.5596234
"30699","E01031491",5,58.1,11.38106,0.4307359
"30700","E01031492",8,26.8,30.46173,0.3713355
"30701","E01031493",5,7,9.557684,0.3486005
"30702","E01031494",9,45.4,25.19758,0.360274
"30703","E01031495",6,58,8.056624,0.3894737
"30704","E01031496",5,2.7,5.259092,0.261522
"30705","E01031497",3,2.1,11.67952,0.279646
"30706","E01031498",3,0.5,15.81119,0.3340249
"30707","E01031499",6,36.4,17.3222,0.3099122
"30708","E01031500",4,2.1,13.56038,0.2715405
"30709","E01031501",7,30,17.65331,0.4234104
"30710","E01031502",1,3.1,4.436601,0.1875
"30711","E01031503",4,1.7,10.59884,0.2292769
"30712","E01031504",2,1.2,10.33958,0.3112299
